"year","name","DEM_VOTES_2016","REP_VOTES_2016","TOTAL_VOTES_2016","DEM_PRCT_2016","REP_PRCT_2016","LEAN_2016","DEM_VOTES_2020","REP_VOTES_2020","TOTAL_VOTES_2020","DEM_PRCT_2020","REP_PRCT_2020","LEAN_2020"
2010,"CA-45",162895,135056,297951,54.67,45.33,-7.12,229226,175916,405142,56.58,43.42,-8.62
2010,"CA-46",151523,129373,280896,53.94,46.06,-5.66,201992,171325,373317,54.11,45.89,-3.67999999999999
2010,"CA-47",103987,36346,140333,74.1,25.9,-45.98,126075,68805,194880,64.69,35.31,-24.84
2010,"CA-48",174482,144169,318651,54.76,45.24,-7.3,243042,182538,425580,57.11,42.89,-9.68
2010,"CA-49",133493,144596,278089,48,52,6.22,192851,186844,379695,50.79,49.21,2.96000000000001
2010,"CA-50",193597,138569,332166,58.28,41.72,-14.34,266028,167030,433058,61.43,38.57,-18.32
2010,"CA-51",177496,65570,243066,73.02,26.98,-43.82,209763,104739,314502,66.7,33.3,-28.86
2010,"CA-52",138367,146895,285262,48.51,51.49,5.2,193505,177755,371260,52.12,47.88,0.300000000000011
2010,"CA-53",182839,62466,245305,74.54,25.46,-46.86,222906,76673,299579,74.41,25.59,-44.28
2012,"CA-01",114721,176352,291073,39.41,60.59,23.4,148764,203549,352313,42.22,57.78,20.1
2012,"CA-02",238253,80574,318827,74.73,25.27,-47.24,294400,95634,390034,75.48,24.52,-46.42
2012,"CA-03",138902,105872,244774,56.75,43.25,-11.28,180287,139970,320257,56.29,43.71,-8.03999999999998
2012,"CA-04",138745,190850,329595,42.1,57.9,18.02,197325,241087,438412,45.01,54.99,14.52
2012,"CA-05",210835,74055,284890,74.01,25.99,-45.8,264135,92070,356205,74.15,25.85,-43.76
2012,"CA-06",168666,59537,228203,73.91,26.09,-45.6,224989,87181,312170,72.07,27.93,-39.6
2012,"CA-07",159116,124331,283447,56.14,43.86,-10.06,217879,163885,381764,57.07,42.93,-9.59999999999999
2012,"CA-08",92212,127445,219657,41.98,58.02,18.26,127986,158694,286680,44.64,55.36,15.26
2012,"CA-09",134719,90479,225198,59.82,40.18,-17.42,180045,124090,304135,59.2,40.8,-13.86
2012,"CA-10",116334,109145,225479,51.59,48.41,-0.960000000000008,155003,146047,301050,51.49,48.51,1.56
2012,"CA-11",223693,70883,294576,75.94,24.06,-49.66,285238,90545,375783,75.9,24.1,-47.26
2012,"CA-12",308632,31117,339749,90.84,9.16,-79.46,337505,46573,384078,87.87,12.13,-71.2
2012,"CA-13",291722,22723,314445,92.77,7.23,-83.32,335372,33891,369263,90.82,9.18,-77.1
2012,"CA-14",229777,54316,284093,80.88,19.12,-59.54,279631,73788,353419,79.12,20.88,-53.7
2012,"CA-15",199031,68814,267845,74.31,25.69,-46.4,255492,94443,349935,73.01,26.99,-41.48
2012,"CA-16",98504,61810,160314,61.44,38.56,-20.66,129610,85823,215433,60.16,39.84,-15.78
2012,"CA-17",184247,51125,235372,78.28,21.72,-54.34,224820,79247,304067,73.94,26.06,-43.34
2012,"CA-18",246313,67800,314113,78.42,21.58,-54.62,294563,82155,376718,78.19,21.81,-51.84
2012,"CA-19",188186,55440,243626,77.24,22.76,-52.26,228261,91067,319328,71.48,28.52,-38.42
2012,"CA-20",180499,59582,240081,75.18,24.82,-48.14,226462,77958,304420,74.39,25.61,-44.24
2012,"CA-21",73760,52961,126721,58.21,41.79,-14.2,93556,74860,168416,55.55,44.45,-6.55999999999999
2012,"CA-22",102302,125098,227400,44.99,55.01,12.24,146355,163436,309791,47.24,52.76,10.06
2012,"CA-23",88310,142345,230655,38.29,61.71,25.64,125020,176351,301371,41.48,58.52,21.58
2012,"CA-24",176981,113886,290867,60.85,39.15,-19.48,221841,134814,356655,62.2,37.8,-19.86
2012,"CA-25",137533,119292,256825,53.55,46.45,-4.88,188384,153131,341515,55.16,44.84,-5.77999999999999
2012,"CA-26",169086,105266,274352,61.63,38.37,-21.04,216848,128927,345775,62.71,37.29,-20.88
2012,"CA-27",174468,74951,249419,69.95,30.05,-37.68,226722,104235,330957,68.5,31.5,-32.46
2012,"CA-28",208564,64545,273109,76.37,23.63,-50.52,252589,97082,349671,72.24,27.76,-39.94
2012,"CA-29",152456,32948,185404,82.23,17.77,-62.24,186834,59698,246532,75.78,24.22,-47.02
2012,"CA-30",209073,77665,286738,72.91,27.09,-43.6,258871,110926,369797,70,30,-35.46
2012,"CA-31",131932,83685,215617,61.19,38.81,-20.16,173846,114795,288641,60.23,39.77,-15.92
2012,"CA-32",146417,60906,207323,70.62,29.38,-39.02,185036,93167,278203,66.51,33.49,-28.48
2012,"CA-33",239831,93606,333437,71.93,28.07,-41.64,286328,120421,406749,70.39,29.61,-36.24
2012,"CA-34",154123,19771,173894,88.63,11.37,-75.04,193936,40562,234498,82.7,17.3,-60.86
2012,"CA-35",127751,50830,178581,71.54,28.46,-40.86,166311,83371,249682,66.61,33.39,-28.68
2012,"CA-36",123795,103050,226845,54.57,45.43,-6.91999999999999,173488,131226,304714,56.93,43.07,-9.31999999999999
2012,"CA-37",236605,26603,263208,89.89,10.11,-77.56,275619,45197,320816,85.91,14.09,-67.28
2012,"CA-38",166122,67967,234089,70.97,29.03,-39.72,206949,101831,308780,67.02,32.98,-29.5
2012,"CA-39",140232,116764,256996,54.57,45.43,-6.91999999999999,190003,154369,344372,55.17,44.83,-5.79999999999999
2012,"CA-40",135436,21067,156503,86.54,13.46,-70.86,156541,41854,198395,78.9,21.1,-53.26
2012,"CA-41",126197,68526,194723,64.81,35.19,-27.4,164549,96420,260969,63.05,36.95,-21.56
2012,"CA-42",111113,143187,254300,43.69,56.31,14.84,170698,198441,369139,46.24,53.76,12.06
2012,"CA-43",183356,39021,222377,82.45,17.55,-62.68,224490,61052,285542,78.62,21.38,-52.7
2012,"CA-44",164223,24255,188478,87.13,12.87,-72.04,188681,46161,234842,80.34,19.66,-56.14
2012,"CA-45",162427,144668,307095,52.89,47.11,-3.56,228675,181337,410012,55.77,44.23,-6.99999999999999
2012,"CA-46",119672,50376,170048,70.38,29.62,-38.54,150387,78396,228783,65.73,34.27,-26.92
2012,"CA-47",161729,80144,241873,66.87,33.13,-31.52,203653,115190,318843,63.87,36.13,-23.2
2012,"CA-48",152126,146657,298783,50.92,49.08,0.379999999999995,199711,193765,393476,50.76,49.24,3.02
2012,"CA-49",158729,135598,294327,53.93,46.07,-5.64,216900,166930,383830,56.51,43.49,-8.48
2012,"CA-50",115868,159820,275688,42.03,57.97,18.16,166778,195364,362142,46.05,53.95,12.44
2012,"CA-51",147626,46822,194448,75.92,24.08,-49.62,166152,76815,242967,68.38,31.62,-32.22
2012,"CA-52",191305,117040,308345,62.04,37.96,-21.86,258065,139131,397196,64.97,35.03,-25.4
2012,"CA-53",199810,91733,291543,68.54,31.46,-34.86,258838,119416,378254,68.43,31.57,-32.32
2014,"CA-01",114721,176352,291073,39.41,60.59,23.4,148764,203549,352313,42.22,57.78,20.1
2014,"CA-02",238253,80574,318827,74.73,25.27,-47.24,294400,95634,390034,75.48,24.52,-46.42
2014,"CA-03",138902,105872,244774,56.75,43.25,-11.28,180289,139970,320259,56.29,43.71,-8.03999999999998
2014,"CA-04",138745,190850,329595,42.1,57.9,18.02,197325,241087,438412,45.01,54.99,14.52
2014,"CA-05",210835,74055,284890,74.01,25.99,-45.8,264135,92070,356205,74.15,25.85,-43.76
2014,"CA-06",168666,59537,228203,73.91,26.09,-45.6,224997,87185,312182,72.07,27.93,-39.6
2014,"CA-07",159116,124331,283447,56.14,43.86,-10.06,217869,163881,381750,57.07,42.93,-9.59999999999999
2014,"CA-08",92212,127445,219657,41.98,58.02,18.26,127986,158694,286680,44.64,55.36,15.26
2014,"CA-09",134719,90479,225198,59.82,40.18,-17.42,180045,124090,304135,59.2,40.8,-13.86
2014,"CA-10",116334,109145,225479,51.59,48.41,-0.960000000000008,155003,146047,301050,51.49,48.51,1.56
2014,"CA-11",223693,70883,294576,75.94,24.06,-49.66,285238,90545,375783,75.9,24.1,-47.26
2014,"CA-12",308619,31115,339734,90.84,9.16,-79.46,337499,46571,384070,87.87,12.13,-71.2
2014,"CA-13",291722,22723,314445,92.77,7.23,-83.32,335372,33891,369263,90.82,9.18,-77.1
2014,"CA-14",229790,54318,284108,80.88,19.12,-59.54,279636,73790,353426,79.12,20.88,-53.7
2014,"CA-15",199031,68814,267845,74.31,25.69,-46.4,255492,94443,349935,73.01,26.99,-41.48
2014,"CA-16",98504,61810,160314,61.44,38.56,-20.66,129610,85823,215433,60.16,39.84,-15.78
2014,"CA-17",184247,51125,235372,78.28,21.72,-54.34,224820,79247,304067,73.94,26.06,-43.34
2014,"CA-18",246313,67800,314113,78.42,21.58,-54.62,294564,82155,376719,78.19,21.81,-51.84
2014,"CA-19",188186,55440,243626,77.24,22.76,-52.26,228261,91067,319328,71.48,28.52,-38.42
2014,"CA-20",180499,59582,240081,75.18,24.82,-48.14,226462,77958,304420,74.39,25.61,-44.24
2014,"CA-21",73760,52961,126721,58.21,41.79,-14.2,93556,74860,168416,55.55,44.45,-6.55999999999999
2014,"CA-22",102302,125098,227400,44.99,55.01,12.24,146355,163436,309791,47.24,52.76,10.06
2014,"CA-23",88317,142348,230665,38.29,61.71,25.64,125020,176351,301371,41.48,58.52,21.58
2014,"CA-24",176981,113886,290867,60.85,39.15,-19.48,221841,134814,356655,62.2,37.8,-19.86
2014,"CA-25",137526,119289,256815,53.55,46.45,-4.88,188384,153131,341515,55.16,44.84,-5.77999999999999
2014,"CA-26",169086,105266,274352,61.63,38.37,-21.04,216848,128927,345775,62.71,37.29,-20.88
2014,"CA-27",174468,74951,249419,69.95,30.05,-37.68,226722,104235,330957,68.5,31.5,-32.46
2014,"CA-28",208564,64545,273109,76.37,23.63,-50.52,252589,97082,349671,72.24,27.76,-39.94
2014,"CA-29",152456,32948,185404,82.23,17.77,-62.24,186834,59698,246532,75.78,24.22,-47.02
2014,"CA-30",209073,77665,286738,72.91,27.09,-43.6,258871,110926,369797,70,30,-35.46
2014,"CA-31",131932,83685,215617,61.19,38.81,-20.16,173846,114795,288641,60.23,39.77,-15.92
2014,"CA-32",146417,60906,207323,70.62,29.38,-39.02,185036,93167,278203,66.51,33.49,-28.48
2014,"CA-33",239831,93606,333437,71.93,28.07,-41.64,286328,120421,406749,70.39,29.61,-36.24
2014,"CA-34",154123,19771,173894,88.63,11.37,-75.04,193936,40562,234498,82.7,17.3,-60.86
2014,"CA-35",127751,50830,178581,71.54,28.46,-40.86,166311,83371,249682,66.61,33.39,-28.68
2014,"CA-36",123795,103050,226845,54.57,45.43,-6.91999999999999,173488,131226,304714,56.93,43.07,-9.31999999999999
2014,"CA-37",236605,26603,263208,89.89,10.11,-77.56,275619,45197,320816,85.91,14.09,-67.28
2014,"CA-38",166122,67967,234089,70.97,29.03,-39.72,206949,101831,308780,67.02,32.98,-29.5
2014,"CA-39",140232,116764,256996,54.57,45.43,-6.91999999999999,190003,154369,344372,55.17,44.83,-5.79999999999999
2014,"CA-40",135436,21067,156503,86.54,13.46,-70.86,156541,41854,198395,78.9,21.1,-53.26
2014,"CA-41",126197,68526,194723,64.81,35.19,-27.4,164549,96420,260969,63.05,36.95,-21.56
2014,"CA-42",111113,143187,254300,43.69,56.31,14.84,170698,198441,369139,46.24,53.76,12.06
2014,"CA-43",183356,39021,222377,82.45,17.55,-62.68,224490,61052,285542,78.62,21.38,-52.7
2014,"CA-44",164223,24255,188478,87.13,12.87,-72.04,188681,46161,234842,80.34,19.66,-56.14
2014,"CA-45",162426,144675,307101,52.89,47.11,-3.56,228746,181430,410176,55.77,44.23,-6.99999999999999
2014,"CA-46",119672,50376,170048,70.38,29.62,-38.54,150387,78396,228783,65.73,34.27,-26.92
2014,"CA-47",161729,80144,241873,66.87,33.13,-31.52,203653,115190,318843,63.87,36.13,-23.2
2014,"CA-48",152144,146671,298815,50.92,49.08,0.379999999999995,199743,193783,393526,50.76,49.24,3.02
2014,"CA-49",158712,135577,294289,53.93,46.07,-5.64,216797,166819,383616,56.51,43.49,-8.48
2014,"CA-50",115868,159820,275688,42.03,57.97,18.16,166778,195364,362142,46.05,53.95,12.44
2014,"CA-51",147626,46822,194448,75.92,24.08,-49.62,166152,76815,242967,68.38,31.62,-32.22
2014,"CA-52",191305,117040,308345,62.04,37.96,-21.86,258065,139131,397196,64.97,35.03,-25.4
2014,"CA-53",199810,91733,291543,68.54,31.46,-34.86,258838,119416,378254,68.43,31.57,-32.32
2016,"CA-01",114721,176352,291073,39.41,60.59,23.4,148764,203549,352313,42.22,57.78,20.1
2016,"CA-02",238253,80574,318827,74.73,25.27,-47.24,294400,95634,390034,75.48,24.52,-46.42
2016,"CA-03",138902,105872,244774,56.75,43.25,-11.28,180289,139970,320259,56.29,43.71,-8.03999999999998
2016,"CA-04",138745,190850,329595,42.1,57.9,18.02,197325,241087,438412,45.01,54.99,14.52
2016,"CA-05",210835,74055,284890,74.01,25.99,-45.8,264135,92070,356205,74.15,25.85,-43.76
2016,"CA-06",168666,59537,228203,73.91,26.09,-45.6,224997,87185,312182,72.07,27.93,-39.6
2016,"CA-07",159116,124331,283447,56.14,43.86,-10.06,217869,163881,381750,57.07,42.93,-9.59999999999999
2016,"CA-08",92231,127459,219690,41.98,58.02,18.26,127973,158681,286654,44.64,55.36,15.26
2016,"CA-09",134724,90492,225216,59.82,40.18,-17.42,180053,124108,304161,59.2,40.8,-13.86
2016,"CA-10",116329,109131,225460,51.6,48.4,-0.980000000000004,154994,146024,301018,51.49,48.51,1.56
2016,"CA-11",223768,70910,294678,75.94,24.06,-49.66,285092,90520,375612,75.9,24.1,-47.26
2016,"CA-12",308619,31115,339734,90.84,9.16,-79.46,337499,46571,384070,87.87,12.13,-71.2
2016,"CA-13",291722,22723,314445,92.77,7.23,-83.32,335372,33891,369263,90.82,9.18,-77.1
2016,"CA-14",229790,54318,284108,80.88,19.12,-59.54,279668,73794,353462,79.12,20.88,-53.7
2016,"CA-15",198965,68792,267757,74.31,25.69,-46.4,255638,94468,350106,73.02,26.98,-41.5
2016,"CA-16",98504,61811,160315,61.44,38.56,-20.66,129611,85828,215439,60.16,39.84,-15.78
2016,"CA-17",184240,51124,235364,78.28,21.72,-54.34,224821,79248,304069,73.94,26.06,-43.34
2016,"CA-18",246320,67801,314121,78.42,21.58,-54.62,294531,82150,376681,78.19,21.81,-51.84
2016,"CA-19",188186,55440,243626,77.24,22.76,-52.26,228261,91067,319328,71.48,28.52,-38.42
2016,"CA-20",180499,59582,240081,75.18,24.82,-48.14,226462,77958,304420,74.39,25.61,-44.24
2016,"CA-21",73760,52961,126721,58.21,41.79,-14.2,93556,74860,168416,55.55,44.45,-6.55999999999999
2016,"CA-22",102302,125098,227400,44.99,55.01,12.24,146355,163436,309791,47.24,52.76,10.06
2016,"CA-23",88317,142348,230665,38.29,61.71,25.64,125020,176351,301371,41.48,58.52,21.58
2016,"CA-24",176997,113890,290887,60.85,39.15,-19.48,221841,134814,356655,62.2,37.8,-19.86
2016,"CA-25",137526,119289,256815,53.55,46.45,-4.88,188384,153131,341515,55.16,44.84,-5.77999999999999
2016,"CA-26",169070,105262,274332,61.63,38.37,-21.04,216848,128927,345775,62.71,37.29,-20.88
2016,"CA-27",174459,74935,249394,69.95,30.05,-37.68,226704,104200,330904,68.51,31.49,-32.48
2016,"CA-28",208564,64545,273109,76.37,23.63,-50.52,252589,97082,349671,72.24,27.76,-39.94
2016,"CA-29",152456,32948,185404,82.23,17.77,-62.24,186834,59698,246532,75.78,24.22,-47.02
2016,"CA-30",209077,77667,286744,72.91,27.09,-43.6,258871,110926,369797,70,30,-35.46
2016,"CA-31",131934,83690,215624,61.19,38.81,-20.16,173877,114841,288718,60.22,39.78,-15.9
2016,"CA-32",146417,60906,207323,70.62,29.38,-39.02,185036,93167,278203,66.51,33.49,-28.48
2016,"CA-33",239827,93604,333431,71.93,28.07,-41.64,286297,120410,406707,70.39,29.61,-36.24
2016,"CA-34",154123,19771,173894,88.63,11.37,-75.04,193936,40562,234498,82.7,17.3,-60.86
2016,"CA-35",127739,50827,178566,71.54,28.46,-40.86,166311,83371,249682,66.61,33.39,-28.68
2016,"CA-36",123738,102985,226723,54.58,45.42,-6.94,173579,131316,304895,56.93,43.07,-9.31999999999999
2016,"CA-37",236605,26603,263208,89.89,10.11,-77.56,275619,45197,320816,85.91,14.09,-67.28
2016,"CA-38",166122,67967,234089,70.97,29.03,-39.72,206954,101833,308787,67.02,32.98,-29.5
2016,"CA-39",140264,116799,257063,54.56,45.44,-6.89999999999999,190022,154396,344418,55.17,44.83,-5.79999999999999
2016,"CA-40",135436,21067,156503,86.54,13.46,-70.86,156536,41853,198389,78.9,21.1,-53.26
2016,"CA-41",126209,68543,194752,64.8,35.2,-27.38,164620,96470,261090,63.05,36.95,-21.56
2016,"CA-42",111163,143238,254401,43.7,56.3,14.82,170482,198230,368712,46.24,53.76,12.06
2016,"CA-43",183356,39021,222377,82.45,17.55,-62.68,224521,61063,285584,78.62,21.38,-52.7
2016,"CA-44",164223,24255,188478,87.13,12.87,-72.04,188681,46161,234842,80.34,19.66,-56.14
2016,"CA-45",162394,144640,307034,52.89,47.11,-3.56,228727,181403,410130,55.77,44.23,-6.99999999999999
2016,"CA-46",119672,50376,170048,70.38,29.62,-38.54,150387,78396,228783,65.73,34.27,-26.92
2016,"CA-47",161788,80211,241999,66.85,33.15,-31.48,203665,115195,318860,63.87,36.13,-23.2
2016,"CA-48",152085,146604,298689,50.92,49.08,0.379999999999995,199745,193786,393531,50.76,49.24,3.02
2016,"CA-49",158712,135577,294289,53.93,46.07,-5.64,216797,166819,383616,56.51,43.49,-8.48
2016,"CA-50",115866,159821,275687,42.03,57.97,18.16,166829,195430,362259,46.05,53.95,12.44
2016,"CA-51",147626,46822,194448,75.92,24.08,-49.62,166152,76815,242967,68.38,31.62,-32.22
2016,"CA-52",191305,117040,308345,62.04,37.96,-21.86,258065,139131,397196,64.97,35.03,-25.4
2016,"CA-53",199807,91729,291536,68.54,31.46,-34.86,258842,119421,378263,68.43,31.57,-32.32
2018,"CA-01",114723,176355,291078,39.41,60.59,23.4,148764,203549,352313,42.22,57.78,20.1
2018,"CA-02",238253,80574,318827,74.73,25.27,-47.24,294400,95634,390034,75.48,24.52,-46.42
2018,"CA-03",139135,105949,245084,56.77,43.23,-11.32,180151,139925,320076,56.28,43.72,-8.01999999999999
2018,"CA-04",138745,190850,329595,42.1,57.9,18.02,197325,241087,438412,45.01,54.99,14.52
2018,"CA-05",210835,74055,284890,74.01,25.99,-45.8,264134,92069,356203,74.15,25.85,-43.76
2018,"CA-06",168493,59481,227974,73.91,26.09,-45.6,225112,87216,312328,72.08,27.92,-39.62
2018,"CA-07",159054,124307,283361,56.13,43.87,-10.04,217883,163891,381774,57.07,42.93,-9.59999999999999
2018,"CA-08",92327,127532,219859,41.99,58.01,18.24,127787,158471,286258,44.64,55.36,15.26
2018,"CA-09",134716,90487,225203,59.82,40.18,-17.42,180056,124111,304167,59.2,40.8,-13.86
2018,"CA-10",116329,109131,225460,51.6,48.4,-0.980000000000004,154994,146024,301018,51.49,48.51,1.56
2018,"CA-11",223776,70916,294692,75.94,24.06,-49.66,285090,90518,375608,75.9,24.1,-47.26
2018,"CA-12",308619,31115,339734,90.84,9.16,-79.46,337499,46571,384070,87.87,12.13,-71.2
2018,"CA-13",291708,22719,314427,92.77,7.23,-83.32,335372,33891,369263,90.82,9.18,-77.1
2018,"CA-14",229790,54318,284108,80.88,19.12,-59.54,279668,73794,353462,79.12,20.88,-53.7
2018,"CA-15",198979,68795,267774,74.31,25.69,-46.4,255638,94468,350106,73.02,26.98,-41.5
2018,"CA-16",98518,61820,160338,61.44,38.56,-20.66,129570,85774,215344,60.17,39.83,-15.8
2018,"CA-17",184234,51122,235356,78.28,21.72,-54.34,224803,79240,304043,73.94,26.06,-43.34
2018,"CA-18",246327,67804,314131,78.42,21.58,-54.62,294533,82151,376684,78.19,21.81,-51.84
2018,"CA-19",188185,55439,243624,77.24,22.76,-52.26,228277,91074,319351,71.48,28.52,-38.42
2018,"CA-20",180499,59582,240081,75.18,24.82,-48.14,226462,77958,304420,74.39,25.61,-44.24
2018,"CA-21",73760,52960,126720,58.21,41.79,-14.2,93556,74860,168416,55.55,44.45,-6.55999999999999
2018,"CA-22",102288,125089,227377,44.99,55.01,12.24,146396,163490,309886,47.24,52.76,10.06
2018,"CA-23",88317,142348,230665,38.29,61.71,25.64,125020,176351,301371,41.48,58.52,21.58
2018,"CA-24",176997,113890,290887,60.85,39.15,-19.48,221841,134814,356655,62.2,37.8,-19.86
2018,"CA-25",137526,119289,256815,53.55,46.45,-4.88,188395,153139,341534,55.16,44.84,-5.77999999999999
2018,"CA-26",169070,105262,274332,61.63,38.37,-21.04,216837,128919,345756,62.71,37.29,-20.88
2018,"CA-27",174444,74908,249352,69.96,30.04,-37.7,226696,104188,330884,68.51,31.49,-32.48
2018,"CA-28",208564,64545,273109,76.37,23.63,-50.52,252602,97084,349686,72.24,27.76,-39.94
2018,"CA-29",152456,32948,185404,82.23,17.77,-62.24,186834,59698,246532,75.78,24.22,-47.02
2018,"CA-30",209077,77667,286744,72.91,27.09,-43.6,258871,110926,369797,70,30,-35.46
2018,"CA-31",131855,83638,215493,61.19,38.81,-20.16,174057,115044,289101,60.21,39.79,-15.88
2018,"CA-32",146421,60913,207334,70.62,29.38,-39.02,185040,93170,278210,66.51,33.49,-28.48
2018,"CA-33",239833,93607,333440,71.93,28.07,-41.64,286281,120407,406688,70.39,29.61,-36.24
2018,"CA-34",154117,19770,173887,88.63,11.37,-75.04,193939,40563,234502,82.7,17.3,-60.86
2018,"CA-35",127746,50832,178578,71.54,28.46,-40.86,166316,83374,249690,66.61,33.39,-28.68
2018,"CA-36",123731,102978,226709,54.58,45.42,-6.94,173578,131314,304892,56.93,43.07,-9.31999999999999
2018,"CA-37",236605,26603,263208,89.89,10.11,-77.56,275619,45197,320816,85.91,14.09,-67.28
2018,"CA-38",166122,67967,234089,70.97,29.03,-39.72,206954,101833,308787,67.02,32.98,-29.5
2018,"CA-39",140257,116794,257051,54.56,45.44,-6.89999999999999,190018,154394,344412,55.17,44.83,-5.79999999999999
2018,"CA-40",135436,21067,156503,86.54,13.46,-70.86,156536,41853,198389,78.9,21.1,-53.26
2018,"CA-41",126214,68547,194761,64.8,35.2,-27.38,164620,96470,261090,63.05,36.95,-21.56
2018,"CA-42",111166,143240,254406,43.7,56.3,14.82,170482,198231,368713,46.24,53.76,12.06
2018,"CA-43",183350,39018,222368,82.45,17.55,-62.68,224521,61063,285584,78.62,21.38,-52.7
2018,"CA-44",164223,24255,188478,87.13,12.87,-72.04,188691,46164,234855,80.34,19.66,-56.14
2018,"CA-45",162394,144639,307033,52.89,47.11,-3.56,228727,181403,410130,55.77,44.23,-6.99999999999999
2018,"CA-46",119673,50378,170051,70.37,29.63,-38.52,150387,78396,228783,65.73,34.27,-26.92
2018,"CA-47",161799,80220,242019,66.85,33.15,-31.48,203652,115190,318842,63.87,36.13,-23.2
2018,"CA-48",152073,146594,298667,50.92,49.08,0.379999999999995,199745,193786,393531,50.76,49.24,3.02
2018,"CA-49",158716,135582,294298,53.93,46.07,-5.64,216788,166818,383606,56.51,43.49,-8.48
2018,"CA-50",115859,159812,275671,42.03,57.97,18.16,166828,195430,362258,46.05,53.95,12.44
2018,"CA-51",147620,46820,194440,75.92,24.08,-49.62,166144,76811,242955,68.38,31.62,-32.22
